alias_name,alias_normalized,node_id,canonical_name,entity_type,cse_symbol
Hayleys Plantation Services (Private) Limited,HAYLEYS PLANTATION SERVICES PVT LTD,UNLISTED_COMPANY::2fdf7ef8b4,HAYLEYS PLANTATION SERVICES PVT LTD,UNLISTED_COMPANY,
LAKE HOUSE PRINTERS AND PUBLISHERS PLC,LAKE HOUSE PRINTERS AND PUBLISHERS PLC,LISTED_COMPANY::96204b2144,LAKE HOUSE PRINTERS AND PUBLISHERS PLC,LISTED_COMPANY,
R. S. Wijewardene,R S WIJEWARDENE,PERSON::421328865c,R S WIJEWARDENE,PERSON,
MADULSIMA PLANTATIONS PLC,MADULSIMA PLANTATIONS PLC,COMPANY::MADU,MADULSIMA PLANTATIONS PLC,LISTED_COMPANY,MADU
WATAWALA PLANTATIONS PLC,WATAWALA PLANTATIONS PLC,COMPANY::WATA,WATAWALA PLANTATIONS PLC,LISTED_COMPANY,WATA
Estate Management Services (Pvt) Ltd,ESTATE MANAGEMENT SERVICES PVT LTD,UNLISTED_COMPANY::7136a49acc,ESTATE MANAGEMENT SERVICES PVT LTD,UNLISTED_COMPANY,
NAMUNUKULA PLANTATIONS PLC,NAMUNUKULA PLANTATIONS PLC,COMPANY::NAMU,NAMUNUKULA PLANTATIONS PLC,LISTED_COMPANY,NAMU
PARAGON CEYLON PLC,PARAGON CEYLON PLC,COMPANY::PARA,PARAGON CEYLON PLC,LISTED_COMPANY,PARA
GESTETNER OF CEYLON PLC,GESTETNER OF CEYLON PLC,COMPANY::GEST,GESTETNER OF CEYLON PLC,LISTED_COMPANY,GEST
Gestetner Group,GESTETNER GROUP,UNLISTED_COMPANY::b8d87ef745,GESTETNER GROUP,UNLISTED_COMPANY,
Gestetner Group,GESTETNER GROUP,PERSON::7cec3b34f5,GESTETNER GROUP,PERSON,
ABANS FINANCE PLC,ABANS FINANCE PLC,LISTED_COMPANY::4a6f2e8055,ABANS FINANCE PLC,LISTED_COMPANY,
TEEJAY LANKA PLC,TEEJAY LANKA PLC,COMPANY::TJL,TEEJAY LANKA PLC,LISTED_COMPANY,TJL
Brandix Lanka Limited,BRANDIX LANKA LTD,UNLISTED_COMPANY::6bad576cb8,BRANDIX LANKA LTD,UNLISTED_COMPANY,
Pacific Textured Jersey Holdings Ltd,PACIFIC TEXTURED JERSEY HOLDINGS LTD,UNLISTED_COMPANY::22f16ce0b3,PACIFIC TEXTURED JERSEY HOLDINGS LTD,UNLISTED_COMPANY,
JANASHAKTHI FINANCE PLC,JANASHAKTHI FINANCE PLC,LISTED_COMPANY::76c4ec25a6,JANASHAKTHI FINANCE PLC,LISTED_COMPANY,
SOFTLOGIC HOLDINGS PLC,SOFTLOGIC HOLDINGS PLC,COMPANY::SHL,SOFTLOGIC HOLDINGS PLC,LISTED_COMPANY,SHL
A. K. Pathirage,ASHOK PATHIRAGE,PERSON::f4d0a15f7f,ASHOK PATHIRAGE,PERSON,
LOLC DEVELOPMENT FINANCE PLC,LOLC DEVELOPMENT FINANCE PLC,LISTED_COMPANY::708e2a2d38,LOLC DEVELOPMENT FINANCE PLC,LISTED_COMPANY,
LOLC Holdings PLC,LOLC HOLDINGS PLC,COMPANY::LOLC,LOLC HOLDINGS PLC,LISTED_COMPANY,LOLC
VALLIBEL ONE PLC,VALLIBEL ONE PLC,COMPANY::VONE,VALLIBEL ONE PLC,LISTED_COMPANY,VONE
L B Finance PLC,L B FINANCE PLC,COMPANY::LFIN,L B FINANCE PLC,LISTED_COMPANY,LFIN
Sampath Bank PLC,SAMPATH BANK PLC,COMPANY::SAMP,SAMPATH BANK PLC,LISTED_COMPANY,SAMP
CENTRAL INVESTMENTS & FINANCE PLC,CENTRAL INVESTMENTS AND FINANCE PLC,LISTED_COMPANY::94f00b23f5,CENTRAL INVESTMENTS AND FINANCE PLC,LISTED_COMPANY,
LOLC FINANCE PLC,LOLC FINANCE PLC,COMPANY::LOFC,LOLC FINANCE PLC,LISTED_COMPANY,LOFC
PEOPLE'S LEASING & FINANCE PLC,PEOPLE'S LEASING AND FINANCE PLC,COMPANY::PLC,PEOPLE'S LEASING AND FINANCE PLC,LISTED_COMPANY,PLC
People's Bank,PEOPLE'S BANK,GOVERNMENT::914dd36f9e,PEOPLE'S BANK,GOVERNMENT,
People's Bank,PEOPLE'S BANK,UNLISTED_COMPANY::fa37dc8f42,PEOPLE'S BANK,UNLISTED_COMPANY,
People's Insurance PLC,PEOPLE'S INSURANCE PLC,COMPANY::PINS,PEOPLE'S INSURANCE PLC,LISTED_COMPANY,PINS
SOFTLOGIC CAPITAL PLC,SOFTLOGIC CAPITAL PLC,COMPANY::SCAP,SOFTLOGIC CAPITAL PLC,LISTED_COMPANY,SCAP
Softlogic Life Insurance PLC,SOFTLOGIC LIFE INSURANCE PLC,COMPANY::AAIC,SOFTLOGIC LIFE INSURANCE PLC,LISTED_COMPANY,AAIC
Softlogic Finance PLC,SOFTLOGIC FINANCE PLC,COMPANY::CRL,SOFTLOGIC FINANCE PLC,LISTED_COMPANY,CRL
DFCC VARDHANA BANK PLC,DFCC VARDHANA BANK PLC,LISTED_COMPANY::c244ec18c1,DFCC VARDHANA BANK PLC,LISTED_COMPANY,
DFCC Bank PLC,DFCC BANK PLC,COMPANY::DFCC,DFCC BANK PLC,LISTED_COMPANY,DFCC
TRADE FINANCE & INVESTMENTS PLC,TRADE FINANCE AND INVESTMENTS PLC,LISTED_COMPANY::32522f52e3,TRADE FINANCE AND INVESTMENTS PLC,LISTED_COMPANY,
Commercial Credit and Finance PLC,COMMERCIAL CREDIT AND FINANCE PLC,COMPANY::COCR,COMMERCIAL CREDIT AND FINANCE PLC,LISTED_COMPANY,COCR
DIALOG FINANCE PLC,DIALOG FINANCE PLC,COMPANY::CALF,DIALOG FINANCE PLC,LISTED_COMPANY,CALF
Dialog Axiata PLC,DIALOG AXIATA PLC,COMPANY::DIAL,DIALOG AXIATA PLC,LISTED_COMPANY,DIAL
ENTRUST SECURITIES PLC,ENTRUST SECURITIES PLC,LISTED_COMPANY::74d6004c48,ENTRUST SECURITIES PLC,LISTED_COMPANY,
PC PHARMA PLC,PC PHARMA PLC,LISTED_COMPANY::6d221bb2ae,PC PHARMA PLC,LISTED_COMPANY,
WASKADUWA BEACH RESORT PLC,WASKADUWA BEACH RESORT PLC,COMPANY::CITW,WASKADUWA BEACH RESORT PLC,LISTED_COMPANY,CITW
Citrus Leisure PLC,CITRUS LEISURE PLC,COMPANY::REEF,CITRUS LEISURE PLC,LISTED_COMPANY,REEF
KALPITIYA BEACH RESORT PLC,KALPITIYA BEACH RESORT PLC,LISTED_COMPANY::db40ca692f,KALPITIYA BEACH RESORT PLC,LISTED_COMPANY,
ASIA ASSET FINANCE PLC,ASIA ASSET FINANCE PLC,COMPANY::AAF,ASIA ASSET FINANCE PLC,LISTED_COMPANY,AAF
Muthoot Finance Limited,MUTHOOT FINANCE LTD,UNLISTED_COMPANY::0fade1e2c3,MUTHOOT FINANCE LTD,UNLISTED_COMPANY,
AGSTAR PLC,AGSTAR PLC,COMPANY::AGST,AGSTAR PLC,LISTED_COMPANY,AGST
ACCESS ENGINEERING PLC,ACCESS ENGINEERING PLC,COMPANY::AEL,ACCESS ENGINEERING PLC,LISTED_COMPANY,AEL
S. J. S. Perera,SUMAL PERERA,PERSON::c02384b0f6,SUMAL PERERA,PERSON,
Sathosa Motors PLC,SATHOSA MOTORS PLC,COMPANY::SMOT,SATHOSA MOTORS PLC,LISTED_COMPANY,SMOT
RAMBODA FALLS PLC,RAMBODA FALLS PLC,COMPANY::RFL,RAMBODA FALLS PLC,LISTED_COMPANY,RFL
L. S. Sigera,L S SIGERA,PERSON::19c776d69b,L S SIGERA,PERSON,
ADAM CAPITAL PLC,ADAM CAPITAL PLC,LISTED_COMPANY::c74ccadde6,ADAM CAPITAL PLC,LISTED_COMPANY,
ORIENT FINANCE PLC REMOVED,ORIENT FINANCE PLC REMOVED,COMPANY::ORIN,ORIENT FINANCE PLC REMOVED,LISTED_COMPANY,ORIN
COMMERCIAL LEASING & FINANCE PLC,COMMERCIAL LEASING AND FINANCE PLC,LISTED_COMPANY::ca202137e7,COMMERCIAL LEASING AND FINANCE PLC,LISTED_COMPANY,
SANASA DEVELOPMENT BANK PLC,SANASA DEVELOPMENT BANK PLC,COMPANY::SDB,SANASA DEVELOPMENT BANK PLC,LISTED_COMPANY,SDB
SBI Emerging Asia Financial Sector Fund Pte. Ltd,SBI EMERGING ASIA FINANCIAL SECTOR FUND PTE LTD,UNLISTED_COMPANY::4a452fb459,SBI EMERGING ASIA FINANCIAL SECTOR FUND PTE LTD,UNLISTED_COMPANY,
Nederlandse Financierings-Maatschappij Voor Ontwikkelingslanden N.V. (FMO),NEDERLANDSE FINANCIERINGS-MAATSCHAPPIJ VOOR ONTWIKKELINGSLANDEN N V FMO,UNLISTED_COMPANY::c01f1294f5,NEDERLANDSE FINANCIERINGS-MAATSCHAPPIJ VOOR ONTWIKKELINGSLANDEN N V FMO,UNLISTED_COMPANY,
AMBEON CAPITAL PLC,AMBEON CAPITAL PLC,COMPANY::TAP,AMBEON CAPITAL PLC,LISTED_COMPANY,TAP
CHC Investment (Pvt) Ltd,CHC INVESTMENT PVT LTD,UNLISTED_COMPANY::08c4a7ff14,CHC INVESTMENT PVT LTD,UNLISTED_COMPANY,
Ambeon Holdings PLC,AMBEON HOLDINGS PLC,COMPANY::GREG,AMBEON HOLDINGS PLC,LISTED_COMPANY,GREG
BERUWALA RESORTS PLC,BERUWALA RESORTS PLC,COMPANY::BERU,BERUWALA RESORTS PLC,LISTED_COMPANY,BERU
ASIA SIYAKA COMMODITIES PLC,ASIA SIYAKA COMMODITIES PLC,LISTED_COMPANY::6d5a8dd4fc,ASIA SIYAKA COMMODITIES PLC,LISTED_COMPANY,
Lanka Commodity Brokers,LANKA COMMODITY BROKERS,UNLISTED_COMPANY::702a036013,LANKA COMMODITY BROKERS,UNLISTED_COMPANY,
Lanka Commodity Brokers,LANKA COMMODITY BROKERS,PERSON::d2884a05a0,LANKA COMMODITY BROKERS,PERSON,
PRIME FINANCE PLC,PRIME FINANCE PLC,LISTED_COMPANY::a040084a13,PRIME FINANCE PLC,LISTED_COMPANY,
HIKKADUWA BEACH RESORT PLC,HIKKADUWA BEACH RESORT PLC,COMPANY::CITH,HIKKADUWA BEACH RESORT PLC,LISTED_COMPANY,CITH
AITKEN SPENCE PLANTATION MANAGEMENTS PLC,AITKEN SPENCE PLANTATION MANAGEMENTS PLC,COMPANY::ASPM,AITKEN SPENCE PLANTATION MANAGEMENTS PLC,LISTED_COMPANY,ASPM
Elpitiya Plantations PLC,ELPITIYA PLANTATIONS PLC,LISTED_COMPANY::52042b7602,ELPITIYA PLANTATIONS PLC,LISTED_COMPANY,
ANILANA HOTELS AND PROPERTIES PLC,ANILANA HOTELS AND PROPERTIES PLC,COMPANY::ALHP,ANILANA HOTELS AND PROPERTIES PLC,LISTED_COMPANY,ALHP
Somapala Group / Individuals,SOMAPALA GROUP INDIVIDUALS,PERSON::e9a6e1aac7,SOMAPALA GROUP INDIVIDUALS,PERSON,
MILLENNIUM HOUSING DEVELOPERS PLC,MILLENNIUM HOUSING DEVELOPERS PLC,LISTED_COMPANY::bda584b166,MILLENNIUM HOUSING DEVELOPERS PLC,LISTED_COMPANY,
Nawaloka Group,NAWALOKA GROUP,UNLISTED_COMPANY::a863a845bb,NAWALOKA GROUP,UNLISTED_COMPANY,
Nawaloka Group,NAWALOKA GROUP,PERSON::bb37fe8350,NAWALOKA GROUP,PERSON,
AMANA BANK PLC,AMANA BANK PLC,COMPANY::ABL,AMANA BANK PLC,LISTED_COMPANY,ABL
IB Growth Fund (Labuan) LLP,IB GROWTH FUND LABUAN LLP,UNLISTED_COMPANY::5f4128e62c,IB GROWTH FUND LABUAN LLP,UNLISTED_COMPANY,
Jeddah Islamic Development Bank,JEDDAH ISLAMIC DEVELOPMENT BANK,UNLISTED_COMPANY::056596e513,JEDDAH ISLAMIC DEVELOPMENT BANK,UNLISTED_COMPANY,
ABANS PLC,ABANS PLC,LISTED_COMPANY::96a2b3f41d,ABANS PLC,LISTED_COMPANY,
Abans Retail Holdings / Pestonjee Family,ABANS RETAIL HOLDINGS PESTONJEE FAMILY,PERSON::eaa27e5dd8,ABANS RETAIL HOLDINGS PESTONJEE FAMILY,PERSON,
Abans Electricals PLC,ABANS ELECTRICALS PLC,COMPANY::ABAN,ABANS ELECTRICALS PLC,LISTED_COMPANY,ABAN
ALUMEX PLC,ALUMEX PLC,COMPANY::ALUM,ALUMEX PLC,LISTED_COMPANY,ALUM
BANSEI ROYAL RESORTS HIKKADUWA PLC,BANSEI ROYAL RESORTS HIKKADUWA PLC,COMPANY::BRR,BANSEI ROYAL RESORTS HIKKADUWA PLC,LISTED_COMPANY,BRR
Bansei Securities Co. Ltd (Japan),BANSEI SECURITIES CO LTD JAPAN,UNLISTED_COMPANY::ec91e6a763,BANSEI SECURITIES CO LTD JAPAN,UNLISTED_COMPANY,
Bansei Securities Co. Ltd,BANSEI SECURITIES CO LTD,UNLISTED_COMPANY::5a441eb980,BANSEI SECURITIES CO LTD,UNLISTED_COMPANY,
ADAM INVESTMENTS PLC,ADAM INVESTMENTS PLC,LISTED_COMPANY::7347e28eff,ADAM INVESTMENTS PLC,LISTED_COMPANY,
LUCKY LANKA MILK PROCESSING COMPANY PLC,LUCKY LANKA MILK PROCESSING COMPANY PLC,LISTED_COMPANY::49a9105ec8,LUCKY LANKA MILK PROCESSING COMPANY PLC,LISTED_COMPANY,
JANASHAKTHI PLC,JANASHAKTHI PLC,LISTED_COMPANY::355321fd3c,JANASHAKTHI PLC,LISTED_COMPANY,
Schaffter Family,SCHAFFTER FAMILY,PERSON::677785f13a,SCHAFFTER FAMILY,PERSON,
Janashakthi Insurance PLC,JANASHAKTHI INSURANCE PLC,COMPANY::JINS,JANASHAKTHI INSURANCE PLC,LISTED_COMPANY,JINS
First Capital Holdings PLC,FIRST CAPITAL HOLDINGS PLC,COMPANY::CFVF,FIRST CAPITAL HOLDINGS PLC,LISTED_COMPANY,CFVF
ARPICO INSURANCE PLC,ARPICO INSURANCE PLC,COMPANY::AINS,ARPICO INSURANCE PLC,LISTED_COMPANY,AINS
Richard Pieris and Company PLC,RICHARD PIERIS AND COMPANY PLC,COMPANY::RICH,RICHARD PIERIS AND COMPANY PLC,LISTED_COMPANY,RICH
SIYAPATHA FINANCE PLC,SIYAPATHA FINANCE PLC,LISTED_COMPANY::29e417fd2a,SIYAPATHA FINANCE PLC,LISTED_COMPANY,
PRADESHIYA SANWARDANA BANK,PRADESHIYA SANWARDANA BANK,LISTED_COMPANY::f7ecef1789,PRADESHIYA SANWARDANA BANK,LISTED_COMPANY,
FIRST CAPITAL TREASURIES PLC,FIRST CAPITAL TREASURIES PLC,COMPANY::FCT,FIRST CAPITAL TREASURIES PLC,LISTED_COMPANY,FCT
SINGHE HOSPITALS PLC,SINGHE HOSPITALS PLC,COMPANY::SINH,SINGHE HOSPITALS PLC,LISTED_COMPANY,SINH
A. M. W. Navinda,A M W NAVINDA,PERSON::913fa5908e,A M W NAVINDA,PERSON,
SENFIN SECURITIES LIMITED,SENFIN SECURITIES LTD,LISTED_COMPANY::18706cb881,SENFIN SECURITIES LTD,LISTED_COMPANY,
Senkadagala Finance PLC,SENKADAGALA FINANCE PLC,COMPANY::SFCL,SENKADAGALA FINANCE PLC,LISTED_COMPANY,SFCL
PEOPLE'S INSURANCE PLC,PEOPLE'S INSURANCE PLC,COMPANY::PINS,PEOPLE'S INSURANCE PLC,LISTED_COMPANY,PINS
People's Leasing & Finance PLC,PEOPLE'S LEASING AND FINANCE PLC,COMPANY::PLC,PEOPLE'S LEASING AND FINANCE PLC,LISTED_COMPANY,PLC
AMANA TAKAFUL LIFE PLC,AMANA TAKAFUL LIFE PLC,COMPANY::ATLL,AMANA TAKAFUL LIFE PLC,LISTED_COMPANY,ATLL
Amana Takaful PLC,AMANA TAKAFUL PLC,COMPANY::ATL,AMANA TAKAFUL PLC,LISTED_COMPANY,ATL
B P P L HOLDINGS PLC,B P P L HOLDINGS PLC,COMPANY::BPPL,B P P L HOLDINGS PLC,LISTED_COMPANY,BPPL
Infinity Capital (Pvt) Ltd,INFINITY CAPITAL PVT LTD,UNLISTED_COMPANY::4e73f57202,INFINITY CAPITAL PVT LTD,UNLISTED_COMPANY,
Eco Spindles (Pvt) Ltd,ECO SPINDLES PVT LTD,UNLISTED_COMPANY::c8122fcacd,ECO SPINDLES PVT LTD,UNLISTED_COMPANY,
MARAWILA RESORTS PLC,MARAWILA RESORTS PLC,COMPANY::MARA,MARAWILA RESORTS PLC,LISTED_COMPANY,MARA
CITRUS LEISURE PLC,CITRUS LEISURE PLC,COMPANY::REEF,CITRUS LEISURE PLC,LISTED_COMPANY,REEF
George Steuart & Company Limited,GEORGE STEUART AND COMPANY LTD,UNLISTED_COMPANY::e6e366a44e,GEORGE STEUART AND COMPANY LTD,UNLISTED_COMPANY,
Waskaduwa Beach Resort PLC,WASKADUWA BEACH RESORT PLC,COMPANY::CITW,WASKADUWA BEACH RESORT PLC,LISTED_COMPANY,CITW
Hikkaduwa Beach Resort PLC,HIKKADUWA BEACH RESORT PLC,COMPANY::CITH,HIKKADUWA BEACH RESORT PLC,LISTED_COMPANY,CITH
RENUKA CITY HOTEL PLC,RENUKA CITY HOTEL PLC,COMPANY::RENU,RENUKA CITY HOTEL PLC,LISTED_COMPANY,RENU
Renuka Hotels PLC,RENUKA HOTELS PLC,UNLISTED_COMPANY::11db081c3a,RENUKA HOTELS PLC,UNLISTED_COMPANY,
Cargo Boat Development Company PLC,CARGO BOAT DEVELOPMENT COMPANY PLC,COMPANY::CABO,CARGO BOAT DEVELOPMENT COMPANY PLC,LISTED_COMPANY,CABO
ROYAL PALMS BEACH HOTELS PLC,ROYAL PALMS BEACH HOTELS PLC,COMPANY::RPBH,ROYAL PALMS BEACH HOTELS PLC,LISTED_COMPANY,RPBH
Tangerine Beach Hotels PLC,TANGERINE BEACH HOTELS PLC,COMPANY::TANG,TANGERINE BEACH HOTELS PLC,LISTED_COMPANY,TANG
DOLPHIN HOTELS PLC,DOLPHIN HOTELS PLC,LISTED_COMPANY::4e33d4e362,DOLPHIN HOTELS PLC,LISTED_COMPANY,
Serendib Hotels PLC,SERENDIB HOTELS PLC,COMPANY::SHOT,SERENDIB HOTELS PLC,LISTED_COMPANY,SHOT
TANGERINE BEACH HOTELS PLC,TANGERINE BEACH HOTELS PLC,COMPANY::TANG,TANGERINE BEACH HOTELS PLC,LISTED_COMPANY,TANG
Royal Palms Beach Hotels PLC,ROYAL PALMS BEACH HOTELS PLC,COMPANY::RPBH,ROYAL PALMS BEACH HOTELS PLC,LISTED_COMPANY,RPBH
CEYLON GUARDIAN INVESTMENT TRUST PLC,CEYLON GUARDIAN INVESTMENT TRUST PLC,COMPANY::GUAR,CEYLON GUARDIAN INVESTMENT TRUST PLC,LISTED_COMPANY,GUAR
Ceylon Investment PLC,CEYLON INVESTMENT PLC,COMPANY::CINV,CEYLON INVESTMENT PLC,LISTED_COMPANY,CINV
COLOMBO FORT INVESTMENTS PLC,COLOMBO FORT INVESTMENTS PLC,COMPANY::CFI,COLOMBO FORT INVESTMENTS PLC,LISTED_COMPANY,CFI
SIGIRIYA VILLAGE HOTELS PLC,SIGIRIYA VILLAGE HOTELS PLC,COMPANY::SIGV,SIGIRIYA VILLAGE HOTELS PLC,LISTED_COMPANY,SIGV
CEYLON INVESTMENT PLC,CEYLON INVESTMENT PLC,COMPANY::CINV,CEYLON INVESTMENT PLC,LISTED_COMPANY,CINV
Ceylon Guardian Investment Trust PLC,CEYLON GUARDIAN INVESTMENT TRUST PLC,COMPANY::GUAR,CEYLON GUARDIAN INVESTMENT TRUST PLC,LISTED_COMPANY,GUAR
COLOMBO INVESTMENT TRUST PLC,COLOMBO INVESTMENT TRUST PLC,COMPANY::CIT,COLOMBO INVESTMENT TRUST PLC,LISTED_COMPANY,CIT
SERENDIB HOTELS PLC,SERENDIB HOTELS PLC,COMPANY::SHOT,SERENDIB HOTELS PLC,LISTED_COMPANY,SHOT
Dolphin Hotels PLC,DOLPHIN HOTELS PLC,LISTED_COMPANY::4e33d4e362,DOLPHIN HOTELS PLC,LISTED_COMPANY,
Hotel Sigiriya PLC,HOTEL SIGIRIYA PLC,COMPANY::HSIG,HOTEL SIGIRIYA PLC,LISTED_COMPANY,HSIG
TAL LANKA HOTELS PLC,TAL LANKA HOTELS PLC,COMPANY::TAJ,TAL LANKA HOTELS PLC,LISTED_COMPANY,TAJ
TAL Hotels & Resorts Ltd,TAL HOTELS AND RESORTS LTD,UNLISTED_COMPANY::5aa5d51545,TAL HOTELS AND RESORTS LTD,UNLISTED_COMPANY,
TRANS ASIA HOTELS PLC,TRANS ASIA HOTELS PLC,COMPANY::TRAN,TRANS ASIA HOTELS PLC,LISTED_COMPANY,TRAN
GALLE FACE CAPITAL PARTNERS PLC,GALLE FACE CAPITAL PARTNERS PLC,LISTED_COMPANY::401eef3100,GALLE FACE CAPITAL PARTNERS PLC,LISTED_COMPANY,
Galle Face Group,GALLE FACE GROUP,UNLISTED_COMPANY::d21ad69d3b,GALLE FACE GROUP,UNLISTED_COMPANY,
Galle Face Group,GALLE FACE GROUP,PERSON::7e18d598e5,GALLE FACE GROUP,PERSON,
C T LAND DEVELOPMENT PLC,C T LAND DEVELOPMENT PLC,COMPANY::CTLD,C T LAND DEVELOPMENT PLC,LISTED_COMPANY,CTLD
CARGO BOAT DEVELOPMENT COMPANY PLC,CARGO BOAT DEVELOPMENT COMPANY PLC,COMPANY::CABO,CARGO BOAT DEVELOPMENT COMPANY PLC,LISTED_COMPANY,CABO
COMMERCIAL DEVELOPMENT COMPANY PLC,COMMERCIAL DEVELOPMENT COMPANY PLC,COMPANY::COMD,COMMERCIAL DEVELOPMENT COMPANY PLC,LISTED_COMPANY,COMD
Commercial Bank of Ceylon PLC,COMMERCIAL BANK OF CEYLON PLC,COMPANY::COMB,COMMERCIAL BANK OF CEYLON PLC,LISTED_COMPANY,COMB
SEYLAN DEVELOPMENTS PLC,SEYLAN DEVELOPMENTS PLC,COMPANY::CSD,SEYLAN DEVELOPMENTS PLC,LISTED_COMPANY,CSD
Seylan Bank PLC,SEYLAN BANK PLC,COMPANY::SEYB,SEYLAN BANK PLC,LISTED_COMPANY,SEYB
COLOMBO LAND & DEVELOPMENT COMPANY PLC,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,COMPANY::CLND,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,LISTED_COMPANY,CLND
Urban Development Authority (UDA),URBAN DEVELOPMENT AUTHORITY,GOVERNMENT::d62d1ce68f,URBAN DEVELOPMENT AUTHORITY,GOVERNMENT,
OVERSEAS REALTY (CEYLON) PLC,OVERSEAS REALTY CEYLON PLC,COMPANY::OSEA,OVERSEAS REALTY CEYLON PLC,LISTED_COMPANY,OSEA
Shing Kwan Investment (Singapore) Pte Ltd,SHING KWAN INVESTMENT SINGAPORE PTE LTD,UNLISTED_COMPANY::54f5e09cc8,SHING KWAN INVESTMENT SINGAPORE PTE LTD,UNLISTED_COMPANY,
Shing Kwan Group,SHING KWAN GROUP,PERSON::f4e12b443b,SHING KWAN GROUP,PERSON,
Mireka Capital Land (Pvt) Ltd,MIREKA CAPITAL LAND PVT LTD,UNLISTED_COMPANY::774cff19f3,MIREKA CAPITAL LAND PVT LTD,UNLISTED_COMPANY,
EAST WEST PROPERTIES PLC,EAST WEST PROPERTIES PLC,LISTED_COMPANY::1570bb3ea4,EAST WEST PROPERTIES PLC,LISTED_COMPANY,
M. W. A. D. J. Nahil Wijesuriya,M W A D J NAHIL WIJESURIYA,PERSON::ff2720e072,M W A D J NAHIL WIJESURIYA,PERSON,
EQUITY ONE PLC,EQUITY ONE PLC,LISTED_COMPANY::77d9fd8149,EQUITY ONE PLC,LISTED_COMPANY,
KELSEY DEVELOPMENTS PLC,KELSEY DEVELOPMENTS PLC,COMPANY::KDL,KELSEY DEVELOPMENTS PLC,LISTED_COMPANY,KDL
LEE HEDGES PLC,LEE HEDGES PLC,COMPANY::SHAW,LEE HEDGES PLC,LISTED_COMPANY,SHAW
Lee Hedges Investments Ltd,LEE HEDGES INVESTMENTS LTD,UNLISTED_COMPANY::d17945c997,LEE HEDGES INVESTMENTS LTD,UNLISTED_COMPANY,
HUEJAY INTERNATIONAL INVESTMENTS PLC,HUEJAY INTERNATIONAL INVESTMENTS PLC,LISTED_COMPANY::022eab4dd5,HUEJAY INTERNATIONAL INVESTMENTS PLC,LISTED_COMPANY,
Huejay International Ltd,HUEJAY INTERNATIONAL LTD,UNLISTED_COMPANY::94f5cf6638,HUEJAY INTERNATIONAL LTD,UNLISTED_COMPANY,
EQUITY TWO PLC,EQUITY TWO PLC,COMPANY::ETWO,EQUITY TWO PLC,LISTED_COMPANY,ETWO
Equity One PLC,EQUITY ONE PLC,UNLISTED_COMPANY::b7b5736155,EQUITY ONE PLC,UNLISTED_COMPANY,
ON ALLY HOLDINGS PLC,ON ALLY HOLDINGS PLC,COMPANY::ONAL,ON ALLY HOLDINGS PLC,LISTED_COMPANY,ONAL
Renuka Capital PLC,RENUKA CAPITAL PLC,UNLISTED_COMPANY::56b62906e3,RENUKA CAPITAL PLC,UNLISTED_COMPANY,
YORK ARCADE HOLDINGS PLC,YORK ARCADE HOLDINGS PLC,COMPANY::YORK,YORK ARCADE HOLDINGS PLC,LISTED_COMPANY,YORK
PROPERTY DEVELOPMENT PLC,PROPERTY DEVELOPMENT PLC,COMPANY::PDL,PROPERTY DEVELOPMENT PLC,LISTED_COMPANY,PDL
Bank of Ceylon,BANK OF CEYLON,GOVERNMENT::64fae9c108,BANK OF CEYLON,GOVERNMENT,
ACL CABLES PLC,ACL CABLES PLC,COMPANY::ACL,ACL CABLES PLC,LISTED_COMPANY,ACL
U. G. Madanayake,U G MADANAYAKE,PERSON::562e36b0a0,U G MADANAYAKE,PERSON,
Kelani Cables PLC,KELANI CABLES PLC,COMPANY::KCAB,KELANI CABLES PLC,LISTED_COMPANY,KCAB
ACL Plastics PLC,ACL PLASTICS PLC,COMPANY::APLA,ACL PLASTICS PLC,LISTED_COMPANY,APLA
ABANS ELECTRICALS PLC,ABANS ELECTRICALS PLC,COMPANY::ABAN,ABANS ELECTRICALS PLC,LISTED_COMPANY,ABAN
Abans PLC,ABANS PLC,UNLISTED_COMPANY::f62be6fca9,ABANS PLC,UNLISTED_COMPANY,
ACL PLASTICS PLC,ACL PLASTICS PLC,COMPANY::APLA,ACL PLASTICS PLC,LISTED_COMPANY,APLA
ACL Cables PLC,ACL CABLES PLC,COMPANY::ACL,ACL CABLES PLC,LISTED_COMPANY,ACL
DANKOTUWA PORCELAIN PLC,DANKOTUWA PORCELAIN PLC,COMPANY::DPL,DANKOTUWA PORCELAIN PLC,LISTED_COMPANY,DPL
Royal Fernwood Porcelain Ltd,ROYAL FERNWOOD PORCELAIN LTD,UNLISTED_COMPANY::27793d78c2,ROYAL FERNWOOD PORCELAIN LTD,UNLISTED_COMPANY,
CENTRAL INDUSTRIES PLC,CENTRAL INDUSTRIES PLC,COMPANY::CIND,CENTRAL INDUSTRIES PLC,LISTED_COMPANY,CIND
KELANI CABLES PLC,KELANI CABLES PLC,COMPANY::KCAB,KELANI CABLES PLC,LISTED_COMPANY,KCAB
CHEVRON LUBRICANTS LANKA PLC,CHEVRON LUBRICANTS LANKA PLC,COMPANY::LLUB,CHEVRON LUBRICANTS LANKA PLC,LISTED_COMPANY,LLUB
Chevron Ceylon Limited,CHEVRON CEYLON LTD,UNLISTED_COMPANY::fe111b58a3,CHEVRON CEYLON LTD,UNLISTED_COMPANY,
