edge_id,source_node_id,target_node_id,relationship_type,ownership_percentage,share_count,source_url,confidence,report_company,report_symbol,data_source_date,evidence,needs_review
d21d7592b630712d31dc1f129cadd790,COMPANY::HNB,COMPANY::HNBF,SUBSIDIARY_OF,51.0,,https://www.hnb.net/,0.95,HATTON NATIONAL BANK PLC,HNB,2025-12-31,subsidiaries,False
2e1844d660bfb8ecdae4bcdbf7a90605,COMPANY::HNB,UNLISTED_COMPANY::b07be6578c,ASSOCIATE_OF,50.0,,https://www.hnb.net/,0.95,HATTON NATIONAL BANK PLC,HNB,2025-12-31,associate_companies,False
afbe0034454ca74175444cf19b475a8a,COMPANY::ACAP,UNLISTED_COMPANY::54e6548c47,SUBSIDIARY_OF,,,https://cdn.cse.lk/cmt/upload_report_file/363_1757388590473.pdf,0.95,ASIA CAPITAL PLC,ACAP,2025-03-31,subsidiaries,True
50c3e02c096b652c7ce3abb6b9d90be4,COMPANY::ACAP,UNLISTED_COMPANY::2938abde9b,SUBSIDIARY_OF,,,https://cdn.cse.lk/cmt/upload_report_file/363_1757388590473.pdf,0.95,ASIA CAPITAL PLC,ACAP,2025-03-31,subsidiaries,True
cce59a1be9b467a14a371e2216d15c65,COMPANY::ATL,COMPANY::ATLL,SUBSIDIARY_OF,,,https://cdn.cse.lk/cmt/upload_report_file/361_1755254849343.06.2025%20-%20with%20names.pdf,0.9,AMANA TAKAFUL PLC,ATL,2025-06-30,subsidiaries,True
2ca158ca6dd064aa4b6eee252c0f5283,GOVERNMENT::01856344c8,COMPANY::HDFC,OWNS,49.73,,https://www.hdfc.lk/,0.9,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SRI LANKA,HDFC,2024-12-31,major_shareholders,False
c18b5a890a34eba95586f475c7242f51,COMPANY::CINS,UNLISTED_COMPANY::3db7069474,SUBSIDIARY_OF,100.0,,https://ceylinco-insurance.com/,0.95,CEYLINCO HOLDINGS PLC,CINS,2024-12-31,subsidiaries,False
918e2942a98e544f9632ce15582b0c48,COMPANY::CINS,UNLISTED_COMPANY::01960e8d36,SUBSIDIARY_OF,100.0,,https://ceylinco-insurance.com/,0.95,CEYLINCO HOLDINGS PLC,CINS,2024-12-31,subsidiaries,False
67153b133777df72b0d2cb7e7e40b7b1,UNLISTED_COMPANY::b07be6578c,COMPANY::LVEN,OWNS,79.59,,https://lankaventures.com/,0.95,LANKA VENTURES PLC,LVEN,2024-03-31,major_shareholders,False
eccd85afd8aebcf8a3a3fc93f8644c39,UNLISTED_COMPANY::b07be6578c,COMPANY::LVEN,PARENT_OF,79.59,,https://lankaventures.com/,0.95,LANKA VENTURES PLC,LVEN,2024-03-31,parent_company,False
770d97418fe769727580a88178ae71ad,COMPANY::LVEN,COMPANY::LVEF,SUBSIDIARY_OF,57.0,,https://lankaventures.com/,0.95,LANKA VENTURES PLC,LVEN,2024-03-31,subsidiaries,False
0924edc9ad93be40f24977fdc80f8414,PERSON::8fd06f7619,COMPANY::LOLC,OWNS,,,https://www.lolc.com/,0.9,LOLC HOLDINGS PLC,LOLC,2024-03-31,major_shareholders,True
00cf74d506e76760b4b2c75aaaa96eb9,COMPANY::LOLC,COMPANY::LOFC,SUBSIDIARY_OF,,,https://www.lolc.com/,0.9,LOLC HOLDINGS PLC,LOLC,2024-03-31,subsidiaries,True
f22ee2a13832cce96e5ffc200af3d54e,COMPANY::LOLC,COMPANY::BRWN,SUBSIDIARY_OF,,,https://www.lolc.com/,0.9,LOLC HOLDINGS PLC,LOLC,2024-03-31,subsidiaries,True
f38f7b330e8d875043bd417106adb0f5,COMPANY::COMB,UNLISTED_COMPANY::84e20fef54,SUBSIDIARY_OF,55.0,,https://www.combank.lk/,0.9,COMMERCIAL BANK OF CEYLON PLC,COMB,2024-12-31,subsidiaries,False
1ddc1a32973f600676ac3201f7e9cda7,COMPANY::CFIN,COMPANY::CIND,SUBSIDIARY_OF,,,https://www.centralfinance.lk/,0.85,CENTRAL FINANCE COMPANY PLC,CFIN,2024-03-31,subsidiaries,True
18750718b031599afe4c13c48d6b7f89,COMPANY::CFIN,COMPANY::NTB,ASSOCIATE_OF,19.9,,https://www.centralfinance.lk/,0.85,CENTRAL FINANCE COMPANY PLC,CFIN,2024-03-31,associate_companies,True
bc81d25bc71d6613351535445850b470,UNLISTED_COMPANY::e27f9269d1,COMPANY::ECL,OWNS,87.59,,https://www.echannelling.com/,0.95,E-CHANNELLING PLC,ECL,2024-12-31,major_shareholders,False
9c03fb07cc35bce591bf508d85068aaa,UNLISTED_COMPANY::e27f9269d1,COMPANY::ECL,PARENT_OF,87.59,,https://www.echannelling.com/,0.95,E-CHANNELLING PLC,ECL,2024-12-31,parent_company,False
bdc20044f6e6b84e3d32b46ce11171c3,COMPANY::DFCC,UNLISTED_COMPANY::9369c17760,SUBSIDIARY_OF,100.0,,https://www.dfcc.lk/,0.9,DFCC BANK PLC,DFCC,2024-12-31,subsidiaries,False
0f9f5017ce4af281da2845c542631a6a,COMPANY::DFCC,UNLISTED_COMPANY::5d57ae6313,SUBSIDIARY_OF,,,https://www.dfcc.lk/,0.9,DFCC BANK PLC,DFCC,2024-12-31,subsidiaries,True
61f50e6ce6236aa20282223b362e1e12,COMPANY::DFCC,UNLISTED_COMPANY::b07be6578c,ASSOCIATE_OF,50.0,,https://www.dfcc.lk/,0.9,DFCC BANK PLC,DFCC,2024-12-31,associate_companies,False
43da192c990ad1cef5ccaf19db97c8e7,COMPANY::VONE,COMPANY::LFIN,OWNS,73.0,,https://www.lbfinance.com/,0.95,L B FINANCE PLC,LFIN,2024-03-31,major_shareholders,False
4a1466c571c7a33affe8b1d14cb647ce,COMPANY::VONE,COMPANY::LFIN,PARENT_OF,73.0,,https://www.lbfinance.com/,0.95,L B FINANCE PLC,LFIN,2024-03-31,parent_company,False
eaecb1e86277dfd3dfbe5769d608f746,UNLISTED_COMPANY::c072479e34,LISTED_COMPANY::8ec5b2a6d3,OWNS,100.0,,https://www.aialife.com.lk/,0.95,AIA INSURANCE LANKA PLC,CTCE,2023-12-31,major_shareholders,False
f3a9cc70af7a132ccbfb220c5c3852a3,PERSON::0d0c3f1fe7,LISTED_COMPANY::8ec5b2a6d3,PARENT_OF,100.0,,https://www.aialife.com.lk/,0.95,AIA INSURANCE LANKA PLC,CTCE,2023-12-31,parent_company,False
e7f33e56d431512086ee874f9b07c704,UNLISTED_COMPANY::047ced3a31,COMPANY::MBSL,OWNS,84.53,,https://www.mbslbank.com/,0.95,MERCHANT BANK OF SRI LANKA & FINANCE PLC,MBSL,2024-12-31,major_shareholders,False
291a593d48643ec53b556000c2d81210,UNLISTED_COMPANY::047ced3a31,COMPANY::MBSL,PARENT_OF,84.53,,https://www.mbslbank.com/,0.95,MERCHANT BANK OF SRI LANKA & FINANCE PLC,MBSL,2024-12-31,parent_company,False
fe327f62a8437d4453986c0c65023852,COMPANY::JKH,COMPANY::NTB,OWNS,19.74,,https://www.nationstrust.com/,0.9,NATIONS TRUST BANK PLC,NTB,2024-12-31,major_shareholders,False
d47f61a31011d7bd83f0c5099365fe75,COMPANY::CFIN,COMPANY::NTB,OWNS,19.9,,https://www.nationstrust.com/,0.9,NATIONS TRUST BANK PLC,NTB,2024-12-31,major_shareholders,False
5ebd91b8f9cd0e3f937020e833ba367e,COMPANY::NTB,UNLISTED_COMPANY::389060f519,SUBSIDIARY_OF,100.0,,https://www.nationstrust.com/,0.9,NATIONS TRUST BANK PLC,NTB,2024-12-31,subsidiaries,False
48e30feb8178beeb1e640fabf218e888,COMPANY::NDB,UNLISTED_COMPANY::15814b0155,SUBSIDIARY_OF,100.0,,https://www.ndbbank.com/,0.9,NATIONAL DEVELOPMENT BANK PLC,NDB,2024-12-31,subsidiaries,False
a3dcd2243e92027de87fda25b560739d,COMPANY::NDB,UNLISTED_COMPANY::6d7cf04afb,SUBSIDIARY_OF,100.0,,https://www.ndbbank.com/,0.9,NATIONAL DEVELOPMENT BANK PLC,NDB,2024-12-31,subsidiaries,False
101ead140bbaae9ca14c20700b654862,PERSON::25c526c8c8,COMPANY::PABC,OWNS,29.99,,https://www.pabcbank.com/,0.95,PAN ASIA BANKING CORPORATION PLC,PABC,2024-12-31,major_shareholders,False
f588071bb3fa9c2fad9b976d659de962,COMPANY::ASCO,UNLISTED_COMPANY::58cdeaee45,SUBSIDIARY_OF,,,https://www.lankarealty.com/,0.8,LANKA REALTY INVESTMENTS PLC,ASCO,2024-03-31,subsidiaries,True
62460c0c9356b11fefec846d6c33a8a2,UNLISTED_COMPANY::d748b7a43b,COMPANY::DIAL,OWNS,82.27,,https://www.dialog.lk/,0.98,DIALOG AXIATA PLC,DIAL,2024-12-31,major_shareholders,False
5c74b5ed0e4446237a7ca009d5492da0,PERSON::e15253535f,COMPANY::DIAL,PARENT_OF,82.27,,https://www.dialog.lk/,0.98,DIALOG AXIATA PLC,DIAL,2024-12-31,parent_company,False
0a34476ae42a370ad7bd6e02a37629ae,COMPANY::DIAL,UNLISTED_COMPANY::b522f95080,SUBSIDIARY_OF,100.0,,https://www.dialog.lk/,0.98,DIALOG AXIATA PLC,DIAL,2024-12-31,subsidiaries,False
1adb877b9da21068c2c29fbcf4202504,COMPANY::DIAL,UNLISTED_COMPANY::6c29fee37e,SUBSIDIARY_OF,100.0,,https://www.dialog.lk/,0.98,DIALOG AXIATA PLC,DIAL,2024-12-31,subsidiaries,False
f82eeffe0b3947e3b04e85d1a1f2ac5a,COMPANY::DIAL,COMPANY::CALF,SUBSIDIARY_OF,99.0,,https://www.dialog.lk/,0.98,DIALOG AXIATA PLC,DIAL,2024-12-31,subsidiaries,False
a4c73025cabd7236622770236a8bf935,UNLISTED_COMPANY::9e1baf39bd,COMPANY::PMB,OWNS,,,https://www.peoplesmerchant.lk/,0.8,PMF FINANCE PLC,PMB,2024-03-31,major_shareholders,True
9bcd0818712f8aa80fadc76c40b5d4b1,UNLISTED_COMPANY::9e1baf39bd,COMPANY::PMB,PARENT_OF,,,https://www.peoplesmerchant.lk/,0.8,PMF FINANCE PLC,PMB,2024-03-31,parent_company,True
51e2a76f53f64c48264483e016336b79,COMPANY::HAYL,COMPANY::MGT,OWNS,58.9,,https://www.hayleysfabric.com/,0.95,HAYLEYS FABRIC PLC,MGT,2024-03-31,major_shareholders,False
67aeace9677eb8bc6b62f2edf35387b1,COMPANY::HAYL,COMPANY::MGT,PARENT_OF,58.9,,https://www.hayleysfabric.com/,0.95,HAYLEYS FABRIC PLC,MGT,2024-03-31,parent_company,False
3e7127f7f73447f75face6f3a9a8faa7,COMPANY::MGT,UNLISTED_COMPANY::6ea88155ed,SUBSIDIARY_OF,100.0,,https://www.hayleysfabric.com/,0.95,HAYLEYS FABRIC PLC,MGT,2024-03-31,subsidiaries,False
2974a7925ce4e7878d59b2776ce40935,GOVERNMENT::c87ebb0cf4,COMPANY::SLTL,OWNS,49.5,,https://www.slt.lk/,0.98,SRI LANKA TELECOM PLC,SLTL,2024-12-31,major_shareholders,False
636d42b392566fd7ee22742bcd5d48a2,UNLISTED_COMPANY::06b1b41a52,COMPANY::SLTL,OWNS,44.98,,https://www.slt.lk/,0.98,SRI LANKA TELECOM PLC,SLTL,2024-12-31,major_shareholders,False
6a1f6989af5c6638db8523b56f9b162d,COMPANY::SLTL,UNLISTED_COMPANY::e27f9269d1,SUBSIDIARY_OF,100.0,,https://www.slt.lk/,0.98,SRI LANKA TELECOM PLC,SLTL,2024-12-31,subsidiaries,False
602b5aa5b6c88fe309313eb2c69edd5c,COMPANY::SLTL,COMPANY::ECL,SUBSIDIARY_OF,87.59,,https://www.slt.lk/,0.98,SRI LANKA TELECOM PLC,SLTL,2024-12-31,subsidiaries,False
7f60d8c3fc4497221d20a619af2100fb,COMPANY::BFL,UNLISTED_COMPANY::f770037e78,ASSOCIATE_OF,50.0,,https://www.bairaha.com/,0.85,BAIRAHA FARMS PLC,BFL,2024-03-31,associate_companies,True
c03124dbabd6292d70fbbfca3fab0e4d,COMPANY::VONE,COMPANY::SAMP,OWNS,14.95,,https://www.sampath.lk/,0.9,SAMPATH BANK PLC,SAMP,2024-12-31,major_shareholders,False
9e6a4dcf8e1c6792fbdf91ba21688fe9,COMPANY::SAMP,UNLISTED_COMPANY::c159057f2e,SUBSIDIARY_OF,100.0,,https://www.sampath.lk/,0.9,SAMPATH BANK PLC,SAMP,2024-12-31,subsidiaries,False
f7615eb7287dda389918e42ddc19e9d7,COMPANY::BUKI,COMPANY::CARS,SUBSIDIARY_OF,,,https://www.carsoncumberbatch.com/,0.9,BUKIT DARAH PLC,BUKI,2024-03-31,subsidiaries,True
e442468cb88837b1e59b6cdfc4fc8bc9,COMPANY::VLL,UNLISTED_COMPANY::de89bb249b,SUBSIDIARY_OF,,,https://www.vidullanka.com/,0.85,VIDULLANKA PLC,VLL,2024-03-31,subsidiaries,True
4797a76951d7f398a35289759edc4f98,GOVERNMENT::e45e6cca46,COMPANY::SEYB,OWNS,15.0,,https://www.seylan.lk/,0.9,SEYLAN BANK PLC,SEYB,2024-12-31,major_shareholders,False
7617c3a37f487715499367abc3d0d315,COMPANY::BRWN,COMPANY::SEYB,OWNS,13.87,,https://www.seylan.lk/,0.9,SEYLAN BANK PLC,SEYB,2024-12-31,major_shareholders,False
84dd59235b39229ca0890248d8140a5c,COMPANY::SEYB,COMPANY::CSD,SUBSIDIARY_OF,,,https://www.seylan.lk/,0.9,SEYLAN BANK PLC,SEYB,2024-12-31,subsidiaries,True
519fc515f19be21f261fec8de2f109e2,COMPANY::CTHR,COMPANY::CARG,OWNS,71.0,,https://www.cargillsceylon.com/,0.95,CARGILLS (CEYLON) PLC,CARG,2024-03-31,major_shareholders,False
4a7d40f19a395b5e4d5e6ff7f4298157,COMPANY::CTHR,COMPANY::CARG,PARENT_OF,71.0,,https://www.cargillsceylon.com/,0.95,CARGILLS (CEYLON) PLC,CARG,2024-03-31,parent_company,False
accb7b382eb74a2f41c62a139af68120,COMPANY::CARG,COMPANY::CBNK,SUBSIDIARY_OF,,,https://www.cargillsceylon.com/,0.95,CARGILLS (CEYLON) PLC,CARG,2024-03-31,subsidiaries,True
207f1416ddec91b583a12f88545419b7,COMPANY::CARG,PERSON::a07199853c,SUBSIDIARY_OF,100.0,,https://www.cargillsceylon.com/,0.95,CARGILLS (CEYLON) PLC,CARG,2024-03-31,subsidiaries,False
1058f78f2474a06c60052c69db2a7c45,COMPANY::CARS,LISTED_COMPANY::d945d56fd2,OWNS,,,https://www.carsoncumberbatch.com/,0.95,CEYLON BEVERAGE HOLDINGS PLC,BREW,2024-03-31,major_shareholders,True
ef1f18050e211a9d1c6d913f0dac2896,COMPANY::CARS,LISTED_COMPANY::d945d56fd2,PARENT_OF,,,https://www.carsoncumberbatch.com/,0.95,CEYLON BEVERAGE HOLDINGS PLC,BREW,2024-03-31,parent_company,True
e7cbc6669816c913cc9d7bb136ea2620,LISTED_COMPANY::d945d56fd2,COMPANY::LION,SUBSIDIARY_OF,52.25,,https://www.carsoncumberbatch.com/,0.95,CEYLON BEVERAGE HOLDINGS PLC,BREW,2024-03-31,subsidiaries,False
d461ff94034fefb1f481a54843a30778,COMPANY::VONE,COMPANY::VPEL,OWNS,19.9,,https://www.vallibelpower.com/,0.9,VALLIBEL POWER ERATHNA PLC,VPEL,2024-03-31,major_shareholders,False
7ba15a77599f3fc6e9adf42fc466fec0,COMPANY::JKH,COMPANY::UAL,OWNS,90.0,,https://unionassurance.com/,0.98,UNION ASSURANCE PLC,UAL,2024-12-31,major_shareholders,False
c8767dcc24990d0648bd61de6fe74e84,COMPANY::JKH,COMPANY::UAL,PARENT_OF,90.0,,https://unionassurance.com/,0.98,UNION ASSURANCE PLC,UAL,2024-12-31,parent_company,False
bb9d1cecd95f758785f2608d1f03b757,UNLISTED_COMPANY::eac9cb2e39,COMPANY::DOCK,OWNS,51.0,,https://www.cdl.lk/,0.95,COLOMBO DOCKYARD PLC,DOCK,2024-12-31,major_shareholders,False
a8de914a7ee3842dbfb86b41a7d8fc5b,UNLISTED_COMPANY::eac9cb2e39,COMPANY::DOCK,PARENT_OF,51.0,,https://www.cdl.lk/,0.95,COLOMBO DOCKYARD PLC,DOCK,2024-12-31,parent_company,False
a1f05c9a5fa38405d220d8d855842e18,PERSON::f63592967d,COMPANY::KAPI,PARENT_OF,,,https://www.cse.lk/,0.8,MTD WALKERS PLC,KAPI,2024-03-31,parent_company,True
c213453964646da836465ace9d886caf,COMPANY::LCEY,COMPANY::LDEV,OWNS,,,https://www.lankem.lk/,0.9,LANKEM DEVELOPMENTS PLC,LDEV,2024-03-31,major_shareholders,True
1382d658722a5562604ab2788256ede3,COMPANY::LCEY,COMPANY::LDEV,PARENT_OF,,,https://www.lankem.lk/,0.9,LANKEM DEVELOPMENTS PLC,LDEV,2024-03-31,parent_company,True
21ae527fe5379ec0a96238918cc09303,UNLISTED_COMPANY::38fe0d86bf,COMPANY::GOOD,OWNS,,,https://www.goodhopeholdings.com/,0.9,GOOD HOPE PLC,GOOD,2024-03-31,major_shareholders,True
d599b5782304fb6e5b470585f0964300,UNLISTED_COMPANY::38fe0d86bf,COMPANY::GOOD,PARENT_OF,,,https://www.goodhopeholdings.com/,0.9,GOOD HOPE PLC,GOOD,2024-03-31,parent_company,True
d1614e9d71e8de5680cfdc1e284f00b3,UNLISTED_COMPANY::3945c46429,COMPANY::CTC,OWNS,84.13,,https://www.ceylontobaccocompany.com/,0.99,CEYLON TOBACCO COMPANY PLC,CTC,2024-12-31,major_shareholders,False
d20a4853e145416eb819f8cbcbeaa055,UNLISTED_COMPANY::3945c46429,COMPANY::CTC,PARENT_OF,84.13,,https://www.ceylontobaccocompany.com/,0.99,CEYLON TOBACCO COMPANY PLC,CTC,2024-12-31,parent_company,False
4b479954ee0f7d809b2eff14855075a7,COMPANY::MELS,COMPANY::DIST,OWNS,90.0,,https://www.dcslgroup.com/,0.98,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST,2024-03-31,major_shareholders,False
17bcc86db441b896cb11b1917dff90b6,COMPANY::MELS,COMPANY::DIST,PARENT_OF,90.0,,https://www.dcslgroup.com/,0.98,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST,2024-03-31,parent_company,False
87f938aea780a9a04f42506253f44c1c,COMPANY::JKH,COMPANY::CCS,OWNS,81.36,,https://www.elephanthouse.lk/,0.95,CEYLON COLD STORES PLC,CCS,2024-03-31,major_shareholders,False
9d45ed3fdbc91dc64e72bf397f8e7c27,COMPANY::JKH,COMPANY::CCS,PARENT_OF,81.36,,https://www.elephanthouse.lk/,0.95,CEYLON COLD STORES PLC,CCS,2024-03-31,parent_company,False
ef15d9fe28919a7dcb68a84f66f139f7,COMPANY::CCS,UNLISTED_COMPANY::0ca957e688,SUBSIDIARY_OF,100.0,,https://www.elephanthouse.lk/,0.95,CEYLON COLD STORES PLC,CCS,2024-03-31,subsidiaries,False
95afee7a58e8894afe587dc0e8935120,UNLISTED_COMPANY::defa1f3866,COMPANY::COCO,OWNS,50.4,,https://www.renukagroup.com/,0.9,RENUKA FOODS PLC,COCO,2024-03-31,major_shareholders,False
e91d47cfa0b84257322da599537777fd,UNLISTED_COMPANY::defa1f3866,COMPANY::COCO,PARENT_OF,50.4,,https://www.renukagroup.com/,0.9,RENUKA FOODS PLC,COCO,2024-03-31,parent_company,False
02d6815848361251ea804c5f70fec646,COMPANY::COCO,COMPANY::RAL,SUBSIDIARY_OF,,,https://www.renukagroup.com/,0.9,RENUKA FOODS PLC,COCO,2024-03-31,subsidiaries,True
9768ea269d06a198f91fc7d4356703a6,COMPANY::JKH,COMPANY::KFP,OWNS,89.0,,https://www.keellsfoods.com/,0.95,KEELLS FOOD PRODUCTS PLC,KFP,2024-03-31,major_shareholders,False
a4a0006011ed4d808fc08bc74baf2fb3,COMPANY::JKH,COMPANY::KFP,PARENT_OF,89.0,,https://www.keellsfoods.com/,0.95,KEELLS FOOD PRODUCTS PLC,KFP,2024-03-31,parent_company,False
7c03b947088bced247286904548b274d,UNLISTED_COMPANY::ae88a537a7,COMPANY::ALLI,OWNS,13.64,4594842.0,https://www.alliancefinance.lk/wp-content/uploads/2024/02/Interim-FS-Dec-2023-Final.pdf,0.98,ALLIANCE FINANCE COMPANY PLC,ALLI,2023-12-31,major_shareholders,False
1940ba451fd6a8aca83f4899221a6927,PERSON::84e04f6e00,COMPANY::ALLI,OWNS,7.55,2544909.0,https://www.alliancefinance.lk/wp-content/uploads/2024/02/Interim-FS-Dec-2023-Final.pdf,0.98,ALLIANCE FINANCE COMPANY PLC,ALLI,2023-12-31,major_shareholders,False
2201cf0c469afdc2b9e2118c14b56e06,PERSON::58fb219f93,COMPANY::ALLI,OWNS,4.24,1427102.0,https://www.alliancefinance.lk/wp-content/uploads/2024/02/Interim-FS-Dec-2023-Final.pdf,0.98,ALLIANCE FINANCE COMPANY PLC,ALLI,2023-12-31,major_shareholders,False
3ef9a4990c4bab54e52c1f04c9afd03c,UNLISTED_COMPANY::06fe0d7c4d,COMPANY::AAIC,OWNS,18.81,59531790.0,https://softlogiclife.lk/wp-content/uploads/sites/3/2025/02/Softlogic-Life-Interim-Financials-24-25-Q4.pdf,0.95,SOFTLOGIC LIFE INSURANCE PLC,AAIC,2024-12-31,major_shareholders,False
038705c1f7acc6b850ab8d0fa3d208d0,UNLISTED_COMPANY::de77b8bd6b,COMPANY::AAIC,OWNS,18.81,59531790.0,https://softlogiclife.lk/wp-content/uploads/sites/3/2025/02/Softlogic-Life-Interim-Financials-24-25-Q4.pdf,0.95,SOFTLOGIC LIFE INSURANCE PLC,AAIC,2024-12-31,major_shareholders,False
5a3eab1ff0c267f231b73b329d2fd523,COMPANY::GRAN,COMPANY::TAFL,OWNS,57.21,,https://www.prima.com.lk/,0.95,THREE ACRE FARMS PLC,TAFL,2024-03-31,major_shareholders,False
87a5a4aa1324a7d72d755eb89df762d7,COMPANY::GRAN,COMPANY::TAFL,PARENT_OF,57.21,,https://www.prima.com.lk/,0.95,THREE ACRE FARMS PLC,TAFL,2024-03-31,parent_company,False
5f202cc90a3c6da0ef06beabfae46bbc,UNLISTED_COMPANY::33761fe166,COMPANY::LAMB,OWNS,,,https://www.cargillsceylon.com/,0.95,KOTMALE HOLDINGS PLC,LAMB,2024-03-31,major_shareholders,True
96703e85d531d25629f4af433f9cf4d1,UNLISTED_COMPANY::33761fe166,COMPANY::LAMB,PARENT_OF,,,https://www.cargillsceylon.com/,0.95,KOTMALE HOLDINGS PLC,LAMB,2024-03-31,parent_company,True
d06d9461c0ff9924d7cc23ca1d3274dc,UNLISTED_COMPANY::a8753d0d60,COMPANY::SOY,OWNS,71.4,,https://www.muncheelk.com/,0.95,CONVENIENCE FOODS (LANKA) PLC,SOY,2024-03-31,major_shareholders,False
51024b49b6a1fe773d72c15510969236,UNLISTED_COMPANY::a8753d0d60,COMPANY::SOY,PARENT_OF,71.4,,https://www.muncheelk.com/,0.95,CONVENIENCE FOODS (LANKA) PLC,SOY,2024-03-31,parent_company,False
55ce0128815fe48aafc326f97a223bf7,COMPANY::JKH,COMPANY::TSML,OWNS,37.62,,https://www.keells.com/,0.9,TEA SMALLHOLDER FACTORIES PLC,TSML,2024-03-31,major_shareholders,False
2a168cf496792fe977fd323cb014c0a4,UNLISTED_COMPANY::1189177e83,COMPANY::TSML,OWNS,24.0,,https://www.keells.com/,0.9,TEA SMALLHOLDER FACTORIES PLC,TSML,2024-03-31,major_shareholders,False
3b3c76153d8d49f382f813b70d4fffdd,COMPANY::JKH,COMPANY::TSML,PARENT_OF,37.62,,https://www.keells.com/,0.9,TEA SMALLHOLDER FACTORIES PLC,TSML,2024-03-31,parent_company,False
d2907148fea28f49ec8b91870bbf6a1a,UNLISTED_COMPANY::1e3716e7a5,COMPANY::LION,OWNS,52.25,,https://www.lionbeer.com/,0.95,LION BREWERY CEYLON PLC,LION,2024-03-31,major_shareholders,False
2873ce23ed27977ca185cffebe959db3,UNLISTED_COMPANY::f61496581c,COMPANY::LION,OWNS,25.0,,https://www.lionbeer.com/,0.95,LION BREWERY CEYLON PLC,LION,2024-03-31,major_shareholders,False
1784d2bdb41f92c7a94d86681c908314,UNLISTED_COMPANY::1e3716e7a5,COMPANY::LION,PARENT_OF,52.25,,https://www.lionbeer.com/,0.95,LION BREWERY CEYLON PLC,LION,2024-03-31,parent_company,False
73073f1ea8d4333ccce2d582d9b32149,COMPANY::LION,UNLISTED_COMPANY::ee4de98f68,SUBSIDIARY_OF,100.0,,https://www.lionbeer.com/,0.95,LION BREWERY CEYLON PLC,LION,2024-03-31,subsidiaries,False
001880fb6d0f8b32cff1c47a08aa502d,UNLISTED_COMPANY::b1f47aaa31,COMPANY::LMF,OWNS,,,https://www.lmfgroup.lk/,0.9,LANKA MILK FOODS (CWE) PLC,LMF,2024-03-31,major_shareholders,True
08234d34a305b0f99b407c5297fe4358,UNLISTED_COMPANY::b1f47aaa31,COMPANY::LMF,PARENT_OF,,,https://www.lmfgroup.lk/,0.9,LANKA MILK FOODS (CWE) PLC,LMF,2024-03-31,parent_company,True
